Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,new_tweet
"Alangkah Rugi dan Nista di ke abadian jika manusia yg tercipta dr SARIPATI TANAH tapi kembalinya di NERAKA""NKRI butuh Koboi HOLISTIK""( IMAN)'",1,1,1,0,0,0,0,0,1,1,0,0,alangkah rugi dan nista di ke abadian jika manusia yang tercipta dari saripati tanah tapi kembalinya di neraka nkri butuh koboi holistik iman
"#mersing Saya ingat dia (Timbalan Presiden PAN, Salahuddin Ayub) tidak akan ke mana kalau buat begitu",0,0,0,0,0,0,0,0,0,0,0,0,mersing saya ingat dia timbalan presiden pan salahuddin ayub tidak akan ke mana kalau buat begitu
"Tadi beli, dapet B semua. \n\nUdah firasat hoki, taunya rank turun. Kampret. URL",0,1,0,0,0,0,0,0,0,0,0,0,tadi beli dapat semua nudah firasat hoki taunya rank turun kampret url
Kopi Robusta Pagaralam Ditanam oleh Belanda pada 1930-an,0,0,0,0,0,0,0,0,0,0,0,0,kopi robusta pagaralam ditanam oleh belanda pada 1930 an
sori bukan munafik\n\ngimanapun suka nya gue atau sesering apapun gue having sex bukan berarti gue suka ngeliat akun akun anonim pake ava kntl seliweran di temlen atau notif gue\n\njadi sori banget kalo akun lo mesti gue blokir',0,1,0,0,0,0,0,0,0,0,0,0,sori bukan munafik gimanapun suka nya saya atau sesering apapun saya having sex bukan berarti saya suka melihat akun akun anonim pakai ava kontol seliweran di lini masa atau notifikasi saya jadi sori banget kalau akun kamu mesti saya blokir
klik,0,0,0,0,0,0,0,0,0,0,0,0,klik
Priski bolot banget',1,1,1,0,0,0,1,0,0,1,0,0,priski bolot banget
RT USER: Semoga Setya Novanto mati jadi bangkai di trotoar mayatnya dimakan semut merah.,1,1,1,0,0,0,0,0,1,1,0,0,  user semoga setya novanto mati jadi bangkai di trotoar mayatnya dimakan semut merah
RT USER Jokowi milih yang Cerdas Kali! Bukan anak buatan..,1,0,1,0,0,0,0,0,1,1,0,0,  user jokowi memilih yang cerdas kali bukan anak buatan
"Itulah sebabnya scra ekonomi rencana tsbt dinilai berbahaya. Pasalnya, dana murah tadi bersifat dana jangka pendek.",0,0,0,0,0,0,0,0,0,0,0,0,itulah sebabnya secara ekonomi rencana tersebut dinilai berbahaya pasalnya dana murah tadi bersifat dana jangka pendek
Kebijakan pemerintah yang memikirkan umat Islam menjadi indikator kembali terpilihnya Presiden Jokowi sebagai salah satu muslim berperngaruh di dunia lantaran diterima di kalangan muslim dengan baik. ; #TokohMuslimBerpengaruh #TheMuslim500;,0,0,0,0,0,0,0,0,0,0,0,0,kebijakan pemerintah yang memikirkan umat islam menjadi indikator kembali terpilihnya presiden jokowi sebagai salah satu muslim berpengaruh di dunia lantaran diterima di kalangan muslim dengan baik tokohmuslimberpengaruh themuslim500
"Presiden Jokowi sudah merampungkan 30 proyek strategis nasional (PSN) periode 2016-2017 senilai Rp 94,8 triliun.; ; Kita dukung pak Jokowi 2 periode yang sdh terbukti serta melanjutkan pembangunan berkesinambungan.; USER; ; #2019TetapJokowi ; #Jokowi2Pe",0,0,0,0,0,0,0,0,0,0,0,0,presiden jokowi sudah merampungkan 30 proyek strategis nasional psn periode 2016 2017 senilai rp 94 8 triliun kita dukung pak jokowi 2 periode yang sudah terbukti serta melanjutkan pembangunan berkesinambungan user 2019tetapjokowi jokowi2pe
"Anda lapar sesaat, hidup mewah, di Suriah mereka hidup sengsara, sama2 karena Islam & Muhammad BEJAD dipercaya nabi",1,1,0,1,1,0,0,0,0,0,1,0,anda lapar sesaat hidup mewah di suriah mereka hidup sengsara sama sama karena islam muhammad bejad dipercaya nabi
Allah SWT Tuhan Gadungan memang harus dibuang ke jamban USER USER USER USER ngejorokin trs,1,1,0,1,1,0,0,0,0,0,0,1,allah swt tuhan gadungan memang harus dibuang ke jamban user user user user menjorokkan terus
USER Karena sekarang banci juga merokok',0,1,0,0,0,0,0,0,0,0,0,0,user karena sekarang banci juga merokok
Begal Arab Buta Huruf malah dinabikan USER Begal Sadis Kelompok Lampung yg Rampok dan Bunuh Karyawati Dibekuk,1,1,0,1,1,0,0,0,0,0,1,0,begal arab buta huruf malah dinabikan user begal sadis kelompok lampung yang rampok dan bunuh karyawati dibekuk
"USER .....Prabowo pengecut menuduh elit goblok dan maling secara serampangan ! Klo jantan dia hrs menyebut nama orangnya, klo tdk berani berarti banci ! kemungkinan yg dia maksud semua ketum partai lawan politiknya.....hahaha salam 2 periode.'",1,1,1,0,0,0,0,1,0,1,0,0,user prabowo pengecut menuduh elite goblok dan maling secara serampangan klo jantan dia harus menyebut nama orangnya kalau tidak berani berarti banci kemungkinan yang dia maksud semua ketua umum partai lawan politiknya haha salam 2 periode
USER Pdhl kebaya buat melestarikan budaya dan salah satu cara biar ga corat coret:(,0,0,0,0,0,0,0,0,0,0,0,0,user pdhl kebaya buat melestarikan budaya dan salah satu cara biar tidak corat coret
"USER USER Sy sendiri berpendapat, tak semua manusia sempurna. Ada yg dilahirkan cacat, ada yg terencat dan seperti keadaan LGBT mereka ada masalah secara batin. Alhamdulillah kerana kita ada agama , kita tau kenapa kita tak boleh nak",0,0,0,0,0,0,0,0,0,0,0,0,user user sy sendiri berpendapat tak semua manusia sempurna ada yang dilahirkan cacat ada yang terencat dan seperti keadaan lgbt mereka ada masalah secara batin alhamdulillah ke ranah kita ada agama kita tau kenapa kita tak boleh nak
"USER Mana datanya,banyak bacot sj'",1,1,0,1,0,0,0,0,1,0,1,0,user mana datanya banyak bacot saja
"USER duluuu bgt ada, tp krn memutuskan terjun sbg kontra rezim, foto-foto lama udh diapusin jd hanya tinggal memori gumpalan pixel :)) abang telat sih, knp gak follow dari dulu :)) #heh'",0,0,0,0,0,0,0,0,0,0,0,0,user dulu banget ada tetapi karena memutuskan terjun sebagai kontra rezim foto foto lama sudah dihapusi jadi hanya tinggal memori gumpalan pixel abang telat sih kenapa tidak follow dari dulu he
RT USER iya dizaman jokowi Indo tambah mundur,1,0,1,0,0,0,0,0,1,1,0,0,  user iya dizaman jokowi indo tambah mundur
Ass. Tahun 2024 pasti Presiden baru,0,0,0,0,0,0,0,0,0,0,0,0,ass tahun 2024 pasti presiden baru
USER Kalau ngepal kntl itu lo enak',0,1,0,0,0,0,0,0,0,0,0,0,user kalau mengepal kontol itu kamu enak
Baru tau ada akun promote gigolo..pas diliat yang minat booking laki..lah dijadiin gay..fix yang punya akun bencong..najis ngentot',1,1,1,0,0,0,0,1,0,1,0,0,baru tau ada akun mempromosikan gigolo pas dilihat yang minat booking laki lah dijadikan gay fix yang punya akun bencong najis ngentot
USER Gak jelas lo kampang',1,1,1,0,0,0,0,0,1,1,0,0,user gak jelas kamu kampang
USER USER Gua ga bisa ewe anjir',0,1,0,0,0,0,0,0,0,0,0,0,user user gua tidak bisa ngewe anjir
"USER USER Ini Islam tapi pikiran fasis sekaligus komunis, yang benar hanya satu menurut dia, kita bukan hewan kita manusia yang punya hak berpikir, perbedaan adalah rahmah.'",0,0,0,0,0,0,0,0,0,0,0,0,user user ini islam tapi pikiran fasis sekaligus komunis yang benar hanya satu menurut dia kita bukan hewan kita manusia yang punya hak berpikir perbedaan adalah rahmah
USER Kalo itu ga ada perdebatan. Hindu nusantara yang benar.',0,0,0,0,0,0,0,0,0,0,0,0,user kalo itu tidak ada perdebatan hindu nusantara yang benar
"USER USER USER USER USER USER USER Denger2 di Morowali sono lgi buka loker sbnyk kl 8000 pkrja, tpi isu yg beredar mngtkan bhwa pkrja yg bkal dterima cuma 2000an... inikah penyebabnya ???\n(Kndari adlah",0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user user denger2 di morowali sana lagi buka lowongan kerja sebanyak kalau 8000 pekerja tetapi isu yang beredar menguatkan bahwa pekerja yang bakal diterima cuma 2000an inikah penyebabnya kndari adalah
"USER Begokkkkkk. Dasar otak onta, pikiran mesummm.. rakyat yg sdh kecekik ekonomi makin dicekik dg pajak semakin tinggi. Tp pemda DKI dan DPRD foya2 dgn duit pajak'",1,1,0,1,0,0,0,0,1,0,1,0,user begokkkkkk dasar otak onta pikiran mesummm rakyat yang sudah tercekik ekonomi makin dicekik dengan pajak semakin tinggi tp pemerintah daerah dki dan dprd foya foya dengan duit pajak
hehee masi aktif kok sudah berpolitik sby aja mundur dulu. Mundur aja pak jenderal gatot. URL,1,0,1,0,0,0,0,0,1,1,0,0,hehe masih aktif kok sudah berpolitik susilo bambang yudhoyono saja mundur dulu mundur saja pak jenderal gatot url
USER awas ada yang menggeranyangi silit mu nder',0,1,0,0,0,0,0,0,0,0,0,0,user awas ada yang menggeranyangi silit mu nder
USER sepertinya dia dari Nu cabang kristen .',1,0,1,0,1,0,0,0,0,1,0,0,user sepertinya dia dari nu cabang kristen
LebaranPresidenBaru 1. Punya massa 2. Punya wibawa 3. Punya strategi SIDANG ISTIMEWA lengserkan jokowi Sebelum lebaran,1,0,1,0,0,0,0,0,1,0,0,1,lebaranpresidenbaru 1 punya massa 2 punya wibawa 3 punya strategi sidang istimewa lengserkan jokowi sebelum lebaran
USER Itu artinya aku yahudi',0,0,0,0,0,0,0,0,0,0,0,0,user itu artinya aku yahudi
"USER Lagi cerita-cerita gitu..\n\n\xf0\x9f\x91\xa6 iya kalo di kristen kan ada Rabu Abu, Kamis Putih, Jumat Agung..\n\xf0\x9f\x91\xa9 sabtu?\n\xf0\x9f\x91\xa6 jalan yuk..\n\nAuk amatttttt\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0,user lagi cerita cerita begitu xf0 x9f x91 xa6 iya kalau di kristen kan ada rabu abu kamis putih jumat agung xf0 x9f x91 xa9 sabtu xf0 x9f x91 xa6 jalan yuk nauk amatttttt xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82
Keterangan:; Para ulama menulis bahawa syarat untuk memperbaharui wuduk ialah wuduk lama itu telah digunakan untuk mana-mana ibadat.; (Bazl ul-Majhud),0,0,0,0,0,0,0,0,0,0,0,0,keterangan para ulama menulis bahwa syarat untuk memperbaharui wuduk ialah wuduk lama itu telah digunakan untuk mana mana ibadat bazl ul majhud
USER Yelah tapi katolik church punya la. Haha.',0,0,0,0,0,0,0,0,0,0,0,0,user yelah tapi katolik church punya lah haha
USER Maklum namanya uga Bani pinggiran koreng',1,1,0,1,0,0,0,0,1,0,1,0,user maklum namanya juga bani pinggiran koreng
"USER USER Seharusnya Ulama itu bersifat spt Gus Mus.Andaikan ulama sekarang ini sifatnys spt GusMus,negara dan rakyat ini akan tenang.Tausyiah dan kata2nya sangat beradab dan mendinginkan suasana tidak mengadu domba sesama muslim dgn prin",0,0,0,0,0,0,0,0,0,0,0,0,user user seharusnya ulama itu bersifat surat pemberitahuan tahunan gus mus andaikan ulama sekarang ini sifatnya surat pemberitahuan tahunan gusmus negara dan rakyat ini akan tenang tausyiah dan kata katanya sangat beradab dan mendinginkan suasana tidak mengadu domba sesama muslim dengan prin
"USER USER USER USER USER USER USER Iya, tp apakah Islam mengusik,? Tp namanya juga cebong, gak rese gak asik\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa'",1,1,0,1,0,0,0,0,1,0,1,0,user user user user user user user iya tetapi apakah islam mengusik tp namanya juga cebong tidak resek tidak asyik xf0 x9f xa4 xaa xf0 x9f xa4 xaa xf0 x9f xa4 xaa
USER Zon zon cocot kok miring terus',1,1,1,0,0,0,0,0,1,1,0,0,user zon zon cocot kok miring terus
yampun ini rp asing bgt napada :(',0,0,0,0,0,0,0,0,0,0,0,0,ya ampun ini rupiah asing banget kepada
siapa yg menawari B Prabowo coba sebut klo tidak subut mungkin cuma hoax aja x,0,0,0,0,0,0,0,0,0,0,0,0,siapa yang menawari prabowo coba sebut kalau tidak subut mungkin cuma hoaks saja
banci anjr wkwkwk USER URL,0,1,0,0,0,0,0,0,0,0,0,0,banci anjr wkwk user url
pak USER berfoto ramah bareng para haters ; ; ð???ð???ð???; ; #KamiGanjarYasin,0,0,0,0,0,0,0,0,0,0,0,0,pak user berfoto ramah bareng para hater kamiganjaryasin
Jokowi Apresiasi Bandara Kertajati Cepat Selesai,0,0,0,0,0,0,0,0,0,0,0,0,jokowi apresiasi bandara kertajati cepat selesai
1. Penetrasi Gubernur Jawa Tengah (Jateng) non-aktif Ganjar Pranowo ke Kementerian Pertanian (Kementan) membuahkan hasil; ; #LupaBolehNgawurJangan; #PilgubJateng2018; #KamiGanjarYasin; #Ganjaryasin1; #JatengGayeng1xLagi; #PDIPerjuangan; #KandangBant3ng,0,0,0,0,0,0,0,0,0,0,0,0,1 penetrasi gubernur jawa tengah jateng non aktif ganjar pranowo ke kementerian pertanian kementan membuahkan hasil lupabolehngawurjangan pilgubjateng2018 kamiganjaryasin ganjaryasin1 jatenggayeng1xlagi pdiperjuangan kandangbant3ng
GIRING GANESHA PENGAGUM DIKTATOR JOKOWI,1,0,1,0,0,0,0,0,1,1,0,0,giring ganesha pengagum diktator jokowi
"USER USER USER USER Kalau merasa kitab kalian di nista, laporkan. Apa hubungannya dengan demo. Waspadai cebong kafir yg ngaku-ngaku Islam.",1,1,0,1,1,0,0,0,0,0,1,0,user user user user kalau merasa kitab kalian di nista laporkan apa hubungannya dengan demo waspadai cebong kafir yang mengakui mengakui islam
USER Kacau ini era. Kacau lagi yg sdh pd tau tapi diam krna sdh kontrak jadi jongos asing aseng. #Naked',1,1,0,1,0,0,0,0,1,0,1,0,user kacau ini era kacau lagi yang sudah pada tau tapi diam karena sudah kontrak jadi jongos asing asing naked
"USER \xe2\x9c\x85 heh mata kau lah, ko kira aku ini apa. ku colokkan mata kau mampus kau'",1,1,1,0,0,0,0,0,1,1,0,0,user xe2 x9c x85 he mata kamu lah kok kira aku ini apa ku colokan mata kamu mampus kamu
KARYAWAN DEPOT KEC BILAH HILIR DEKLARASI ANTI HOAX &amp; PILKADA 2018 DAMAI,0,0,0,0,0,0,0,0,0,0,0,0,karyawan depot kec bilah hilir deklarasi anti hoax amp pilkada 2018 damai
"Info terupdate berita-berita ekonomi, bisnis, keuangan dan perbankan",0,0,0,0,0,0,0,0,0,0,0,0,info terbaru berita berita ekonomi bisnis keuangan dan perbankan
rp haneul bejat suka memekin muka brondong.yang on retweet',1,1,1,0,0,0,0,1,0,1,0,0,rupiah haneul bejat suka memek muka berondong yang on retweet
USER Kafir pada pandangan ulamak biasanya dikaitkan dgn kafir yg Allah gelarkan pada syaitan. Yg membawa maksud ingkar perintah Allah. Bukan bermakna keluar dari islam.',0,0,0,0,0,0,0,0,0,0,0,0,user kafir pada pandangan astaga biasanya dikaitkan dengan kafir yang allah gelarkan pada syaitan yg membawa maksud ingkar perintah allah bukan bermakna keluar dari islam
Kantor LBH Dikepung Massa takut dikuak pokoknya ganyang pki,1,0,0,1,0,1,0,0,0,0,0,1,kantor lbh dikepung massa takut dikuak pokoknya ganyang partai komunis indonesia
"USER Gak boleh jangan sampai makan coklat, dulu anjing saya malah mencret gitu untung gapapa []'",0,0,0,0,0,0,0,0,0,0,0,0,user gak boleh jangan sampai makan coklat dulu anjing saya malah mencret begitu untung tidak apa apa
"USER USER USER USER USER USER USER Pesan yg sy tangkap dari cebong liberal anti islam adalah :\nJangan gunakan islam dalam berpolitik , pisahkanlah agama dari politik \n\nItu strategi basi ala o",1,1,0,1,1,0,0,0,0,0,1,0,user user user user user user user pesan yang saya tangkap dari cebong liberal anti islam adalah njangan gunakan islam dalam berpolitik pisahkanlah agama dari politik nitu strategi basi ala
"USER Partai islam bro....yg benar benar tau dosanya...,bukan satu kasus ini tiga kasus,ternyata kaum munafikun lebih parah dr orang kafir...'",1,1,0,1,1,0,0,0,0,0,1,0,user partai islam bro yang benar benar tau dosanya bukan satu kasus ini tiga kasus ternyata kaum munafik lebih parah dari orang kafir
"USER aku katakan anjing kpd ahmad dani, boleh....aku katakan babi kpd ahmad dhani, boleh...",1,1,1,0,0,0,0,0,1,1,0,0,user aku katakan anjing kepada ahmad dani boleh aku katakan babi kepada ahmad dhani boleh
"Jangankan Banjir, Tuhan aja Dilawan Sama Ahok #JakartaBanjir Tapi Jakarta hari Ini Bukan Banjir, Hanya GENANGAN.",1,0,1,0,0,0,0,0,1,1,0,0,jangankan banjir tuhan saja dilawan sama ahok jakartabanjir tapi jakarta hari ini bukan banjir hanya genangan
Ayo kawan kita bersama\nNaik delman atau onta\nKita sama-samaa... \nPergi ke bulaaaannn',0,0,0,0,0,0,0,0,0,0,0,0,ayo kawan kita bersama nnaik delman atau onta nkita sama sama npergi ke bulaaaannn
"USER Banyak bacot lo, ini bahasa sekitar.'",1,1,1,0,0,0,0,0,1,1,0,0,user banyak bacot kamu ini bahasa sekitar
"Berbeda sedikit dibanding selama era Jokowi, pada era 1971-88 China dan AS tak terlibat secara langsung. Penyingkiran Islam pada era itu dominan dilakukan oleh Rezim Orba/CSIS/elit Tionghoa/ katolik radikal tanpa partisipasi komunitas Tionghoa dan sempa",0,0,0,0,0,0,0,0,0,0,0,0,berbeda sedikit dibanding selama era jokowi pada era 1971 88 china dan as tak terlibat secara langsung penyingkiran islam pada era itu dominan dilakukan oleh rezim orba csis elite tionghoa katolik radikal tanpa partisipasi komunitas tionghoa dan sempat
USER Suara orang mati koq masi dipakai buat legitimasi. Dasar rezim cebong dungu!!',1,1,0,1,0,0,0,0,1,0,1,0,user suara orang mati kok masih dipakai buat legitimasi dasar rezim cebong dungu
Prabowo: Mau Bantu Rohingya? RI Harus Disegani URL URL,1,0,1,0,0,0,0,0,1,1,0,0,prabowo mau bantu rohingya ri harus disegani url url
Gubernur Sosialisasikan Asian Games Kepada Masyarakat se-Kecamatan Sako,0,0,0,0,0,0,0,0,0,0,0,0,gubernur sosialisasikan asian games kepada masyarakat se kecamatan sako
Bobotoh Persib terlalu agung hanya untuk bermusuhan dengan suporter kampungan. #PersibDay #PersibJuara',0,1,0,0,0,0,0,0,0,0,0,0,bobotoh persib terlalu agung hanya untuk bermusuhan dengan suporter kampungan persibday persibjuara
Gianluigi Buffon Sudah Tepat Diusir Wasit Michael Oliver kata Presiden UEFA,0,0,0,0,0,0,0,0,0,0,0,0,gianluigi buffon sudah tepat diusir wasit michael oliver kata presiden uefa
USER USER Gimana rasanya nyabu bang?,1,0,1,0,0,0,0,0,1,1,0,0,user user gimana rasanya nyabu bang
Specheslah dengan Hasil pemilihan kepala daerah DKI 2017 Benarkah Anies-Sandi Menang Karena Sara..,1,0,1,0,0,0,0,0,1,1,0,0,specheslah dengan hasil pemilihan kepala daerah dki 2017 benarkah anies sandi menang karena sara
USER katanya pemerintah lagi menjunjung tinggi seni dan budaya tradisional. Tapi faktanya belum terasa...; ; #Cirebonseni #taritopeng #,0,0,0,0,0,0,0,0,0,0,0,0,user katanya pemerintah lagi menjunjung tinggi seni dan budaya tradisional tapi faktanya belum terasa cirebonseni tari topeng
"1. Siang hari ini, Presiden USER memimpin Rapat Terbatas di Istana Kepresidenan Bogor dengan topik 'Perkembagan Persiapan Asian Games XVIII Tahun 2018' #JokowiPacuPromosiAsianGames #YukPromosikanAsianGames18",0,0,0,0,0,0,0,0,0,0,0,0,1 siang hari ini presiden user memimpin rapat terbatas di istana kepresidenan bogor dengan topik perkembagan persiapan asian games xviii tahun 2018 jokowipacupromosiasiangames yukpromosikanasiangames18
RT USER USER Prabowo simulut busuk dia cuma sampah negara bisa nya cuma bikin gaduh,1,1,1,0,0,0,0,0,1,1,0,0,  user user prabowo si mulut busuk dia cuma sampah negara bisa nya cuma bikin gaduh
"Rakyak dukung USER usut tuntas kasus anies bwsdn & sandiaga uno jg anggota dpr,mpr,dprd & para penguasa elit politik yang telibat korupsi",1,0,0,1,0,0,0,0,1,0,1,0,rakyak dukung user usut tuntas kasus anies bwsdn sandiaga uno juga anggota dewan perwakilan rakyat majelis permusyawaratan rakyat dewan perwakilan rakyat daerah para penguasa elite politik yang terlibat korupsi
"Lengserkan tito.... Dah g beres kapolri masak buat sprti itu, semua yg berlawanan dgn ahok dan dek jokowi dikriminalisasi",1,0,1,0,0,0,0,0,1,0,0,1,lengserkan tito dah beres kepala kepolisian republik indonesia masak buat seperti itu semua yang berlawanan dengan ahok dan dek jokowi dikriminalisasi
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER Pasti....sebab itu cina,0,0,0,0,0,0,0,0,0,0,0,0,user user user user user user user user user user user user user user user user user user pasti sebab itu cina
USER Apa kau bbual sompret',0,1,0,0,0,0,0,0,0,0,0,0,user apa kamu bual sompret
Gubraaaaak!!!! Malu liatnya... Untung semalem debat ga kaya MATA NAJWA.. Coba kalo formatnya sama pasti Ringsek dah pasangan ASU...,1,1,0,1,0,0,0,0,1,0,1,0,gubraaaaak malu lihatnya untung semalam debat tidak kayak mata najwa coba kalau formatnya sama pasti ringsek sudah pasangan asu
RT USER: Aku percaya kok mereka tuh sebetulnya baik cuman karena hasutan manusia tapi mirip iblis aja jadi mereKa memandang saya\xe2\x80\xa6',0,1,0,0,0,0,0,0,0,0,0,0,  user aku percaya kok mereka itu sebenarnya baik cuma karena hasutan manusia tapi mirip iblis saja jadi mereka memandang saya xe2 x80 xa6
"Ancaman demi ancaman ku dapat dari pacarku saat dia menelfon. Ya... aku memang sendiri di kota yg asing ini, wajar jika aku takut dengan ancamannya. Ku fikir-fikir kembali dan akhirnya aku memutuskan untuk kembali dengan pacarku dan melepaskan teman kant",0,0,0,0,0,0,0,0,0,0,0,0,ancaman demi ancaman ku dapat dari pacarku saat dia menelepon ya aku memang sendiri di kota yang asing ini wajar jika aku takut dengan ancamannya ku pikir pikir kembali dan akhirnya aku memutuskan untuk kembali dengan pacarku dan melepaskan teman kan
Pertumbuhan Ekonomi Indonesia Luartal-I 2018,0,0,0,0,0,0,0,0,0,0,0,0,pertumbuhan ekonomi indonesia luartal 2018
USER Bom takjil itumah..',0,0,0,0,0,0,0,0,0,0,0,0,user bom takjil itu mah
USER Emang cem bangsat ya temen terkutuk macam tuh untung bulan puasa nehehe',1,1,1,0,0,0,0,0,1,1,0,0,user emang macam bangsat ya teman terkutuk macam itu untung bulan puasa hehe
SILAKAN SIMAK !!!.; ; GUBERNUR INDONESIA PAK USER BERTEMU PRESIDEN USER SHALAT JUM'AT BERSAMA.,0,0,0,0,0,0,0,0,0,0,0,0,silakan simak gubernur indonesia pak user be emu presiden user shalat jum at bersama
Bacot lu member karma',1,1,1,0,0,0,0,0,1,1,0,0,bacot kamu member karma
RT USER: USER Aku inget dulu pernah pura pura sakit biar diperhatiin alias anjing bangsat jadi sakit beneran kan brengsek',0,1,0,0,0,0,0,0,0,0,0,0,  user user aku ingat dulu pernah pura pura sakit biar diperhatikan alias anjing bangsat jadi sakit benaran kan berengsek
USER Gini aja terus sampe titit kamu copot yang\xf0\x9f\x99\x82',0,1,0,0,0,0,0,0,0,0,0,0,user gini saja terus sampai titit kamu copot yang xf0 x9f x99 x82
RT USER: pengen qmu kontolin sambil ngentot ma suami.... URL,0,1,0,0,0,0,0,0,0,0,0,0,  user ingin kamu kontol sambil ngentot sama suami url
"eh sori bangetnih Milton J Bennet, lu ngapain punya S3 kalo cuma mau bilang ""simpati sama empati sama sama penting"" goblok'",1,1,1,0,0,0,0,0,1,1,0,0,eh sori banget nih milton bennet kamu apa punya s3 kalau cuma mau bilang simpati sama empati sama sama penting goblok
"kalo kenalan, trus gue bilang dr Kalimantan, orang pada ngira gue Dayak atau Cina. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,0,0,0,0,0,0,0,0,0,0,0,kalau kenalan terus saya bilang dari kalimantan orang pada mengira saya dayak atau cina xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82
USER Semua bukan cuma menteri... Anggota DPR yang ingkar saat rapat ...potong tunjangan dan gajinya',0,0,0,0,0,0,0,0,0,0,0,0,user semua bukan cuma menteri anggota dpr yang ingkar saat rapat potong tunjangan dan gajinya
"USER USER USER USER USER si cebong sudah kebanyakan makan tahi jokowi, dia baru sadar kl nanti jokowi sudah mengumumkan INDONESIA dirubah menjadi INDOCHINA,,,'",1,1,0,1,0,0,0,0,1,0,1,0,user user user user user sih cebong sudah kebanyakan makan tahi jokowi dia baru sadar kalau nanti jokowi sudah mengumumkan indonesia diubah menjadi indochina
"USER Namanya anak buah iblis, \nmuslim taat dimusuhi muslim bermaksiyat dipuji-puji.\nPembela negeri dia benci, penjilat asing dia hormati.'",0,1,0,0,0,0,0,0,0,0,0,0,user namanya anak buah iblis muslim taat dimusuhi muslim bermaksiat dipuji puji npembela negeri dia benci penjilat asing dia hormati
USER Wkwk jahat mah edan',0,1,0,0,0,0,0,0,0,0,0,0,user wkwk jahat adalah edan
"Hai guys. Gakerasa ya 70 Hari Lagi Penentuan Masa Depan Majalengka 5 Tahun kedepan, ; ð??« gkmau lg Pajak Mahal? ; ð??« gkmau lg susah Cari Kerjaan? ; ð??« gkmau lg berobat susah? ; ð??« gkmau lg biaya pendidikan mahal? ; ð??« gkmau lg jalan banyak rusak? ; ð??« gkmau lg E",0,0,0,0,0,0,0,0,0,0,0,0,hai guys gakerasa ya 70 hari lagi penentuan masa depan majalengka 5 tahun ke depan enggak mau lagi pajak mahal enggak mau lagi susah cari kerjaan enggak mau lagi berobat susah enggak mau lagi biaya pendidikan mahal enggak mau lagi jalan banyak rusak enggak mau lagi
"RT USER: Sekumpulan Teman Penista Agama\nTdk ada empati buat korban banjir, hanya koar2 memuji junjunganya https:\/\/t.co\/XQFktDG74x",1,0,0,1,0,0,0,0,1,0,1,0,  user sekumpulan teman penista agama ntdk ada empati buat korban banjir hanya koar koar memuji jujungannya hypertext transfer protocol over secure socket layer co xqfktdg74x
Presiden USER bersama ulama - Siapapun yg dipilih rakyat itulah kehendak Allah SWT. Negara Indonesia akan semakin kokoh apabila ulama dan umara selalu beriringan serta menjaga silaturahmi. ; ; #JokowiBersamaUlama; #KitabSuciBukanFiksi,0,0,0,0,0,0,0,0,0,0,0,0,presiden user bersama ulama siapapun yang dipilih rakyat itulah kehendak allah swt negara indonesia akan semakin kokoh apabila ulama dan umara selalu beriringan serta menjaga silaturahmi jokowibersamaulama kitabsucibukanfiksi
"USER Dalam sejarah politik Indonesia dikenal pergerakan 3 Angkatan:\n\n1. #Angkatan45 yang memperjuangkan kemerdekaan\n\n2. #Angkatan66 dengan tuntutan Tritura: bubarkan PKI, turunkan harga2, rombak kabinet \n\n3. #Angkatan98 dengan tuntutan Refo",0,0,0,0,0,0,0,0,0,0,0,0,user dalam sejarah politik indonesia dikenal pergerakan 3 angkatan n1 angkatan45 yang memperjuangkan kemerdekaan n2 angkatan66 dengan tuntutan tritura bubarkan pki turunkan harga harga rombak kabinet n3 angkatan98 dengan tuntutan refo
RT USER USER USER Heleh istana di kuasai cina hancur sudah rakyat indonesia,1,0,0,1,0,1,0,0,0,0,1,0,  user user user heleh istana di kuasai cina hancur sudah rakyat indonesia
"Begitulah media''yahudi antek dajjal penjilat klo ga menggoreng issu mereka kelaparan,semangat trs bang jonru...abaikan cebong""yg sakit otak",1,1,0,1,1,0,0,0,0,0,1,0,begitulah media yahudi antek dajjal penjilat kalau tidak menggoreng isu mereka kelaparan semangat terus bang jonru abaikan cebong yang sakit otak
RT USER: Tinggalkan bicara tentang PKI mari kita fokus ke 2019 ganti Presiden jadikan USER sebagai the next Presiden,1,0,1,0,0,0,0,0,1,1,0,0,  user tinggalkan bicara tentang pki mari kita fokus ke 2019 ganti presiden jadikan user sebagai the next presiden
